id;annee;hour;country; city;lat;Long;compagnie;lat_depart;lon_depart;lat_arrivee;lon_arrivee;plane_model;passagers;dead;story
221;01/01/1993;19;France;Paris;48.856895;2.350849;Lufthansa Cityline;53.083333;8.8;48.856895;2.3508487;de Havilland Canada DHC-8-301;23;4;While approaching Charles de Gaulle Airport, a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway.
222;01/01/2000;2;France;Paris;48.856895;2.350849;Streamline;48.856895;2.3508487;51.5001524;-0.1262362;Shorts 330-200;2;1;Midair collision with a MD-83 after taxing on the runway.
223;01/01/1956;23;France;Paris;48.856895;2.350849;Linee Aeree Italiane;41.8905568;12.4942679;48.856895;2.3508487;Douglas DC-6B;35;34;Lost altitude on takeoff and crashed into a house. Failed to climb for reasons unknown. The aircraft's slight loss of altitude soon after take off was the main cause of the accident. There is no explanation for this loss of altitude. Orchestra and opera conductor Guido Cantelli, 36, among those killed.
224;01/01/1957;19;France;Paris;48.856895;2.350849;Air France;36.8000725;10.1870563;48.856895;2.3508487;SNCASE SE.2010 Armagnac;70;2;A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost.
225;01/01/1996;9;France;Aubusson;45.957;2.1683;Jetcom S.A.;46.2038106;6.1399651;44.8349955;-0.5754952;Cessna 421C Golden Eagle;8;8;The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The aircraft subsequently crashed and burned in a field. The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot‚Äö√Ñ√¥s relative lack of experience on this aircraft type, his false notions about the aircraft‚Äö√Ñ√¥s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft‚Äö√Ñ√¥s altitude no longer made this possible.
226;01/01/1930;2;France;Beauvais;49.4303;2.0952;Military;52.1173854;-0.4127006;24.850248;67.007546;Royal Airship Works R-101;54;48;The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.
227;01/01/1963;17;Finlande;Mariehamn;60.1;19.933333;Finnair;60.4514583;22.2688319;60.1;19.933333;Douglas DC-3;24;22;The aircraft flew below the safe flying altitude and hit trees on the approach line in fog. Wrong indication of the pilot's altimeter during the instrument approach. Landing carried out in below minimum conditions.
228;01/01/2005;13;Russie;Chimgi-Tura;47.606801;19.596947;Tura Air Enterprise;60.333333;102.266667;64.2702572;100.207606;Antonov AN-2;9;9;The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.
229;01/01/1983;13;Afrique du Sud;Le Cap;-33.925278;18.423889;Linair Express;-33.925278;18.423889;-26.201452;28.045488;Cessna 402B;9;7;Crashed onto a road after taking off.
230;01/01/1991;8;Suède;Stockholm;59.329444;18.068611;Scandinavian Airlines (SAS);59.329444;18.068611;55.675757;12.5690233;MDonnell Douglas MD-81;129;0;The aircraft reached an altitude of 3,000 feet and then made an emergency descent, clipping trees and made a belly landing in a field, breaking into 3 parts but staying together. Failure of both engines. Improper deicing of the aircraft led to chunks of ice breaking off and being ingested into both engines, leading to engine failure. The crew was not trained to recognize and correct engine surges, which occurred when the ice struck the engines.The aircraft was named Dana Viking.
231;01/01/1970;22;Suède;Stockholm;59.329444;18.068611;Spantax;59.329444;18.068611;47.366667;8.55;Convair CV-990-30A-5;10;5;The plane developed trouble in the No. 4 engine and the takeoff was aborted and the plane returned to the gate. It was decided to continue the ferry flight to Zurich on three engines. As the aircraft started its take-off roll the nose yawed to the right. This was corrected by retarding no.1 engine power. The aircraft rotated at 134kts with 27deg. Flaps. While climbing, the aircraft banked 4 to 6 degrees to the right and the airspeed dropped to 10kts below V2. The plane then contacted some tree tops, banked 10 to 15 degrees and crashed. Unexpected early loss of external visual reference after take-off and loss of directional control during transition from visual to instrument flying. Windshear.
232;01/01/1995;9;Nouvelle-Zélande;Palmerston North;-40.356942;175.609029;Ansett New Zealand;-36.847317;174.762782;-40.3569423;175.6090285;de Havilland Canada DHC-8-102;21;5;As the plane approached Runway 25, the right main landing gear did not extend. While the captain continued the descent the co-pilot carried out the landing gear alternate extension checklist. The plane descended below the minimum safe step-down altitudes for the approach and struck the top of a ridge line. The captain did not ensure the aircraft intercepted and maintained the approach profile during the non-precision instrument approach. The captain's unwise decision to get the landing gear lowered without discontinuing the instrument approach. The captain's distraction from the primary task of flying the aircraft safely during the first officer's attempt to correct a landing gear malfunction.
233;01/01/1995;12;Nouvelle-Zélande;Hamilton;-37.783333;175.283333;Kiwi West Aviation;-37.783333;175.283333;-39.066667;174.083333;Beech Queen Air B80;6;6;Crashed into trees in a residential neighborhood after experiencing an engine failure while taking off..
234;01/01/2003;21;Nouvelle-Zélande;Waikanae;-40.883333;175.066667;Air Freight New Zealand;-43.5308;172.638;-40.3569423;175.6090285;Convair CV-580F;2;2;While at crusing altitude, one hour after taking off, the aircraft suddenly exploded in midair for unknown reasons.
235;01/01/1949;9;Nouvelle-Zélande;Waikanae;-40.883333;175.066667;New Zealand National Airways;-36.847317;174.762782;-41.2851005;174.7760009;Lockheed 18 Lodestar;15;15;Crashed into a hill while on approach.
236;01/01/1989;22;Nouvelle-Zélande;Auckland;-36.847317;174.762782;Air Freight New Zealand;-36.847317;174.762782;-43.5308;172.638;Convair CV-580;3;3;The cargo lost altitude shortly after lifting off and crashed and broke up in Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.
237;01/01/1996;16;Nouvelle-Zélande;Blenheim;-41.511738;173.953003;Soundsair;-41.2851005;174.7760009;-41.2911064;174.0081152;Cessna 208 Caravan I;6;5;The aircraft crashed into Mt. Robertson at 1, 400 ft. after entering a layer of clouds on its eastern slope. Descent by the pilot into a cloud layer at high speed with insufficient forward visibility. Descent under a cloud layer
238;01/01/1957;11;Nouvelle-Zélande;Christchurch;-43.5308;172.638;Straits Air Freight Express;-40.9085;175.011;-44.4;171.25;Bristol 170 Freighter 31;4;4;The cargo plane lost a wing in flight and crashed into farmlands. In-flight structural fatigue failure of the starboard front lower spar boom.
239;01/01/2003;19;Nouvelle-Zélande;Christchurch;-43.5308;172.638;Charter;-40.3569423;175.6090285;-43.5308;172.638;Piper PA-31-350 Navajo Chieftain;10;8;The aircraft crashed short of the runway in fog while on approach to Christchurch Airport. The plane crashed two kilometers from the airport, hitting a farm hedge and sliding across a paddock before smashing into a row of trees.
240;01/01/1999;12;Suède;Sundsvall;62.4;17.316667;Charter;62.4;17.316667;57.6969943;11.9865;Piper PA-31-350;8;8;Two minutes after taking off the pilot was observed not following the correct flight path. When asked the pilot indicated he was having problems with his compass. He was advised to turn 90 degrees and climb as soon as possible to avoid terrain. There was no further radio contact. The plane crashed into the southern slopes of the Kvickberget mountains. The pilot was not qualified to fly at night and had 2 disorder which would have disqualified him from flying. Loss of control of the aircraft in IMC. Contributing factors were, poor weather, insufficient flight preparation, misaligned navigation system, the pilot distrusted the flight instruments and the plane was overloaded and tail-heavy.
241;01/01/1968;18;Namibie;Windhoek;-22.57;17.083611;South African Airways;-22.57;17.083611;-8.8160202;13.2319183;Boeing B-707-344C;128;123;The aircraft took off from J. G. Strijdom Airport, climbed to an altitude of 600 ft. and then descended, crashing, about one minute after taking off 3 miles from the runway. Procedural errors during takeoff . Takeoff conditions in total darkness with no external visual reference. Stabilizer trim improperly set, spatial disorientation and preoccupation with after takeoff duties.
242;01/01/1962;9;Tchéquie;Brno;49.192051;16.613191;Ceskoslovenske Aerolinie;48.1464009;17.1068781;49.1920506;16.6131909;Avia 14;34;11;Crashed on approach.
243;01/01/1989;9;Suède;Oskarshamn;57.26457;16.448358;Holmstoem Air;59.329444;18.068611;57.2645702;16.4483575;Beechcraft 99;16;16;While on approach the plane pitched up, went into a steep dive and crashed short of the runway. Aircraft improperly loaded causing a shift in the center of gravity.
244;01/01/2008;19;Pologne;Mirosławiec;53.333333;16.1;Military;52.233333;21.016667;53.333333;16.1;CASA C-295M;20;20;While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.
245;01/01/1949;9;Australie;Coolangatta;-28.166667;153.533333;Queensland Airlines;-28.166667;153.533333;-27.4700266;153.0229773;Lockheed 18 Lodestar;16;16;Crashed on takeoff from Coolangatta. After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash.
246;01/01/1966;13;Australie;Canton Beach;-33.274748;151.547181;Ansett ANA;-20.733333;139.5;-23.4407742;144.2556899;Vickers Viscount 832;24;24;About 150 miles from Longreach, fire was reported in No. 1 and 2 engines. While the plane was making an emergency descent, the left wing broke away due to weakening by the fire. After failure of the wing, the plane broke up in mid-air and crashed. Loosened bolts led to the loss of the oil lubricating unit causing the bearings to heat and catching the engines on fire. Subsequently, a locking mechanism was installed on the bolts to prevent any future accidents of this kind.
247;01/01/2008;8;Angola;Huambo;-12.774608;15.735144;Gira Globo Charter;-8.8160202;13.2319183;-12.7746082;15.7351437;Beechcraft King Air B200;13;13;The twin engine plane crashed into mountains in rain and fog. The crew was flying below minima in a mountainous area.
248;01/01/1969;9;Italie;Reggio de Calabre;38.1;15.65;Aero Transporti Italiani;41.8905568;12.4942679;38.1;15.65;Fokker F-27 Friendship 600;36;1;Landed short of the runway and hit a wall. Misjudgement by the pilots of the distance between the aircraft and the ground during the final phase of the landing approach.
249;01/01/2006;16;Italie;Laviano;40.783333;15.3;Aerovalles;40.4166909;-3.7003454;42.8179948;-1.6441817;Cessna 421C Golden Eagle III;6;6;While approaching Noain airport in bad weather conditions, the twin engine aircraft crashed in the Sierra de Tajonar mountain range. The copilot and a passenger were killed.
250;01/01/1940;10;Australie;Canberra;-35.3075;149.124417;Military;-37.813611;144.963056;-35.3075;149.124417;Lockheed Hudson A16-97;10;10;The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sight of a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classisymptoms of a stall, too close to the ground for recovery.
251;01/01/1992;18;Australie;Canberra;-35.3075;149.124417;Air taxi;-33.91817;151.03497;-36.2352845;149.1252802;Beech Baron 95-B55;6;6;While cruising at 8,000 feet, the aircraft entered a rapid descent, during which it reversed direction in a left turn. The descent was briefly arrested at a low altitude
252;01/01/1946;20;Australie;Hobart;-42.880556;147.325;Australian National Airways;-42.880556;147.325;-37.813611;144.963056;Douglas DC-3 (C-47DL);25;25;The aircraft crashed 10 mins after takeoff from Hobart. Inadvertent engagement of the autopilot instead of the fuel crossfeed.
253;01/01/1943;5;Australie;Townsville;-19.256389;146.818333;Military;-19.256389;146.818333;-27.4700266;153.0229773;Douglas C-47-DL;27;27;Crashed into the ocean.
254;01/01/1999;8;Papouasie-Nouvelle-Guinée;Goroka;-6.083333;145.383333;Airlink;-6.566361;146.7131042;-6.083333;145.383333;Embraer 110P2 Bandeirante;17;17;The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems.
255;01/01/1947;4;Australie;Melbourne;-37.813611;144.963056;Burke Air Transport;40.72422;-74.172574;25.775084;-80.194702;Douglas DC-3;36;14;The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident.
256;01/01/1986;15;Australie;Tullamarine;-37.701;144.876;Peninsula Air Services;-37.701;144.876;-38.483333;145.95;Cessna 402;6;6;The air ambulance flight crashed on takeoff due to engine failure.
257;01/01/1978;16;Guam;Hagåtña;13.483333;144.75;Island Air;13.483333;144.75;36.6169844;-6.3582016;Cessna 337F;6;2;Crashed after experiencing engine failure on takeoff climbout.
258;01/01/1997;11;Australie;Moama;-36.083333;144.75;Polynesian Airlines;-14.2732804;-170.70297;-13.84833;-171.74167;de Havilland Canada DHC-6 Twin Otter 300;5;3;Crashed onto a mountin in high winds and rain after being diverted from another airport.
259;01/01/1948;7;Australie;Mount Macedon;-37.402338;144.587108;Australian National Airways;-37.813611;144.963056;-35.533333;144.966667;Douglas DC-3;23;3;Crashed into Mt. Macedon hidden in fog. The pilot deviated off course from his flight plan and failed to follow VFR flight rules.
260;01/01/2005;11;Australie;Lockhart River;-12.787661;143.343957;Aero;-10.8883796;142.3888003;-12.7876612;143.343957;Swearingen SA-227AC Metro III;15;15;The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.
261;01/01/2001;14;Indonésie;Jayapura;-2.533;140.717;Manunggal Air;-2.533;140.717;-4.270286;138.746147;Transall C-160NG;19;1;The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.
262;01/01/1946;7;Italie;Amalfi;40.633333;14.6;Military;30.0434879;31.2352919;41.8905568;12.4942679;Douglas C-54-DO (DC-4);38;30;A fire of undetermined origin erupted in the cockpit. The crew was unable to control the smoke and flames, lost control and the aircraft and crashed. Eight aboard parachuted to safety.
263;01/01/1973;23;Pologne;Szczecin;53.416892;14.532329;Military;52.233333;21.016667;53.6117491;14.8466763;Antonov AN-24B;18;18;The aircraft crashed into a forest, 1.4 miles short of the runway, while attempting to land at Goleniow Airport in rain and poor visibility. Icing. Captain did not turn on deicing equipment.
264;01/01/1966;0;Slovénie;Ljubljana;46.051426;14.505966;Britannia Airways;51.879652;-0.417558;46.0514263;14.5059655;Bristol Britannia 102;117;98;The plane crashed into forest during a landing attempt at Ljubljana Airport. The crew's failure to follow proper landing procedures. Improperly set altimeter. Captain failed to adjust his altimeter (he remained on QNH instead of changing to QFE) and the crew failed to cross-check altimeters.
265;01/01/2000;12;Malte;Marsa;35.882424;14.491048;Avisto;42.805833;-92.2575;35.8824236;14.4910475;Shorts 360-300;41;22;The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.
266;01/01/1985;20;Malte;Ħal Luqa;35.859722;14.489167;EgyptAir;37.9753357;23.7361497;30.0434879;31.2352919;Boeing B-737-266;103;60;Hijacking. While on the ground at Malta to refuel the aircraft was stormed by Egyptian forces. During the fight, several hand grenades were thrown into the cabin causing a fire.
267;01/01/1971;20;Croatie;Rijeka;45.316667;14.416667;Aviogenex (Yugoslavia);51.5001524;-0.1262362;45.316667;14.416667;Tupolev TU-134A;83;78;The aircraft crashed on landing at Rijeka Airport during a heavy rain storm. After a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. The aircraft turned over and slid 2,300 ft. and burst into flames. Improper handling of the flight and engine controls. Optical illusion due to the intense rain which caused a refraction of light.
268;01/01/1984;21;Italie;Naples;40.839983;14.252542;Provincetown;26.15;-81.8;27.947423;-82.458776;Cessna 402C;6;1;Lost both engines while taking off and crashed wheels up in a field. Fueled with jet fuel by accident.
269;01/01/2007;13;Angola;Mbanza-Kongo;-6.267778;14.25;TAAG Angola Airlines;-8.8160202;13.2319183;-6.133333;12.366667;Boeing 737-2M2;78;5;The aircraft blew two tires on landing, causing one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.
270;01/01/2009;6;Japon;Tokyo;35.68972;139.69167;FedEx;23.1290798;113.2643585;;;McDonnell Douglas MD-11;2;2;The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.
271;01/01/2000;19;Australie;Whyalla;-33.033212;137.583251;Whyalla Airlines;-34.9272682;138.5995406;-33.0332117;137.5832514;Piper PA-31-350 Navajo;8;8;En route and descending at Whyalla, at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.
272;01/01/2005;12;Indonésie;Enarotali;-3.929722;136.377778;GT Air;-4.55;136.89;-3.929722;136.377778;de Havilland Canada DHC-6 Twin Otter 100;18;18;The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.
273;01/01/1966;20;Japon;Matsuyama;33.833333;132.766667;All Nippon Airways;34.693889;135.502222;33.833333;132.766667;NAMC-YS-11-111;50;50;The plane crashed into the sea after overshooting the runway and during a go-around. Undetermined cause.
274;01/01/1988;7;Japon;Hamada;34.89196;132.076721;Aero Club Libya;34.89196;132.076721;32.871139;13.17995;de Havilland Canada DHC-6 Twin Otter 300;14;14;While attempting to land in mist and poor visibility the aircraft hit a pylon and burned.
275;01/01/1996;12;Japon;Préfecture de Fukuoka;33.596961;130.408068;Garuda Indonesia Airlines;33.5969611;130.4080679;-8.6721777;115.2335518;McDonnell Douglas DC-10-30;275;3;The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxifumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.
276;01/01/2001;10;Angola;Lubango;-14.913793;13.502623;Sociedade de Aviacao Ligeira Charter;-8.8160202;13.2319183;-14.9137933;13.5026233;Beechcraft 1900C;17;16;The aircraft crashed into a mountain at 6,500 ft. while approaching Lubango to land. The weather at the time was cloudy with rain.
277;01/01/1983;15;Angola;Lubango;-14.913793;13.502623;TAAG Angola Airlines;-14.9137933;13.5026233;-8.8160202;13.2319183;Boeing B-737-200;130;130;The airliner crashed immediately after takeoff. Shot down by rebels with a surface to air missile.
278;01/01/2005;15;Italie;Palerme;38.116667;13.366667;Tuninter;41.1259135;16.8721133;33.79257194;10.88189352;ATR-72-202;39;16;The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar.
279;01/01/1947;9;Italie;Terracine;41.283333;13.25;Military;41.8905568;12.4942679;30.0434879;31.2352919;Savoia-Marchetti SM-95;16;16;Disappeared and crashed into the ocean just off the coast of Terracina in clear weather. On board were an Egyptian Princess and her court. The cause remains unknown although sabotage is a possibility.
280;01/01/1991;15;Angola;Luanda;-8.81602;13.231918;Carib Air Transport;-8.8160202;13.2319183;-8.767;18;Lockheed L-382B Hercules;7;7;Crashed on takeoff after the No. 1engine overspeeded and failed.
281;01/01/1999;5;Angola;Luanda;-8.81602;13.231918;Savannair;-8.8160202;13.2319183;-8.416667;20.75;Antonov AN-12;14;14;The plane was on a flight to Lucapa, when it was forced to return to Luanda due to engine trouble. While approaching Luanda, the aircraft crashed into the Cazenga district of Luanda destroying five houses.
282;01/01/2000;9;Gabon;Moanda;-1.558332;13.219597;Avirex;0.3901;9.4544;-1.5583319;13.2195965;Beechcraft 1900C-1;10;3;The charter flight crashed while on approach in fog and mist.
283;01/01/1989;7;Libye;Tripoli;32.871139;13.17995;Korean Airlines;21.543333;39.172778;32.871139;13.17995;McDonnell Douglas DC-10-30;199;75;The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.
284;01/01/1984;4;Corée du Sud;Heunghae;36.117;129.35;Military;36.0307377;129.37343;37.755257;128.896362;Sikorsky CH-53D;29;29;Crashed into a wooded mountainside while flying VFR. Pilot error.
285;01/01/1981;20;Russie;Zeïa;53.731126;127.248913;Aeroflot;52.0384482;113.5040753;53.7311255;127.2489129;Yakovlev YAK-40;34;3;Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground.
286;01/01/2000;7;Philippines;Samal;7.13304;125.689581;Air Philippines;14.5822592;120.9748038;7.051399;125.5947702;Boeing B-737-2H4;131;131;The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.
287;01/01/1998;11;Philippines;Pagalungan;7.057;124.701;Cebu PacifiAir;11.25;125;8.483333;124.65;McDonnell Douglas DC-9-32;104;104;Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area. Wreckage was found the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was 'leveling off at 5,000 feet sir.' The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment.
288;01/01/1957;13;Philippines;Ozamiz;8.15;123.85;Philippine Air Lines;8.15;123.85;7.8256331;123.4298931;de Havilland Canada DHC-3 Otter;12;2;While taking off the plane stalled and hit trees. The uncontrollable stall at low altitude which resulted from the abrupt steep climb immediately after takeoff. Contributing factors were the improper loading of the aircraft and the prevailing gusty wind with a relatively high ambient temperature.
289;01/01/1965;17;Philippines;Legazpi;13.149215;123.753319;Air Manila;14.5822592;120.9748038;13.1492153;123.7533193;Douglas DC-3A;21;2;
290;01/01/1965;10;Philippines;Libmanan;13.7;123.066667;Fairways;14.5822592;120.9748038;13.6204718;123.2192378;Douglas DC-3;12;10;Crashed and burned on a forested mountain slope on Mt. Tangcong Vaca. Misjudgment of clearance with the ground by the crew which resulted in collision with trees.
291;01/01/1998;19;Philippines;Bacolod;10.666667;122.95;Philippine Air Lines;14.5822592;120.9748038;10.666667;122.95;Airbus A.320-214;127;0;The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway. A go-around was attempted but it was too late and the aircraft overran the runway.
292;01/01/1964;10;Philippines;Sibuco;7.283333;122.066667;Philippine Air Lines;7.7034103;122.1460001;6.916667;122.083333;de Havilland Canada DHC-3 Otter;11;11;
293;01/01/2000;10;Philippines;Cagayancillo;9.60411;121.223912;Military;9.6041103;121.2239124;9.7423031;118.736468;GAF Nomad N-22C;15;14;Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.
294;01/01/1978;14;Philippines;Parañaque;14.477894;121.028933;Military;18.2249069;120.6069994;14.4778938;121.028933;Fokker F-27 Friendship 200;28;21;The domestiflight crashed while attempting to land at Paranaque in thunderstorms with heavy rain and wind gusts. Possible lightning strike.
295;01/01/1990;6;Philippines;Manille;14.582259;120.974804;Aerolift Philippines;14.5822592;120.9748038;9.783333;125.483333;Beechcraft 1900C-1;21;21;Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.
296;01/01/1975;23;Philippines;Manille;14.582259;120.974804;Philippine Air Lines;14.5822592;120.9748038;8.233333;124.25;Hawker Siddeley HS-748 2;33;32;The No. 2 engine caught fire shortly after takeoff. The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.
297;01/01/2002;6;Philippines;Manille;14.582259;120.974804;Laoag International Airlines;14.5822592;120.9748038;18.2249069;120.6069994;Fokker F27 Friendship 100;34;19;The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures. Poor management and maintenance procedures.
298;01/01/1990;6;Philippines;Manille;14.582259;120.974804;MATS;14.5822592;120.9748038;11.583333;122.75;Douglas DC-3 (C-47A-30-DK);24;7;The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary.
299;01/01/1965;10;Philippines;Manille;14.582259;120.974804;Philippine Air Lines;14.5822592;120.9748038;11.25;125;Douglas DC-3;37;1;The aircraft veered to the left after taking off. The pilot lost control and crashed. Failure of the pilot to set the rudder trim tab to the proper position before takeoff and during the flight. Undetected deflection of the rudder trim tab.
300;01/01/1999;16;Chine;Rui'an;27.783333;120.625;China Southwest Airlines;30.658611;104.064722;28;120.7;Tupolev TU-154;61;61;The aircraft was on a flight from Chengdu to Wenzhou when it crashed into a field while on approach to Wenzhou Airport. Witnesses saw the plane nose-dive into the ground from an altitude of 2,300 feet and explode. A self-locking nut, other than a castle nut with cotter pin as specified, had been installed at the bolt for connection between the pull rod and bellcranck in the elevator control system. The nut screwed off, resulting in bolt loss, which led to the loss of pitch control.
301;01/01/1987;11;Philippines;Baguio;16.416667;120.6;Philippine Air Lines;14.5822592;120.9748038;16.416667;120.6;Hawker Siddeley HS-748-209 Srs. 2;50;50;The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.
302;01/01/1947;15;Danemark;Copenhague;55.675757;12.569023;KLM Royal Dutch Airlines;55.675757;12.5690233;59.329444;18.068611;Douglas C- C47A-30DK;22;22;During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed.
303;01/01/1949;19;Danemark;Copenhague;55.675757;12.569023;Scandinavian Airlines (SAS);48.856895;2.3508487;55.675757;12.5690233;Vickers 628 Viking 1B;27;27;Crashed in the sea off the Swedish coast after the pilot was told to enter a holding pattern for Copenhagen, since it was closed to inbound traffic. The aircraft was directed to land on Runway 22 but failed to make the landing. The wreckage was found a month later on the bottom of the ocean. Cause undetermined.
304;01/01/1960;10;Italie;Rimini;44.05;12.566667;Deutsche Flugdienst;50.110884;8.6794922;44.05;12.566667;Convair CV-240-4;34;1;While descending through 5,000ft, the crew lost the No.1 engine. At 1,500 ft. the other engine was also lost. The aircraft crashed 3,300 ft. short of the runway. Failure of both engines on the aircraft.
